Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Category,Visibility_MeanRatio,Outlet_Location_Score,High_MRP_Flag
FDB44,6.655,Low Fat,0.016958832,Fruits and Vegetables,210.0586,OUT046,1997,Small,Tier 1,Supermarket Type1,4221.172,16,FD,0.2415834006447907,1,1
FDA25,16.5,Regular,0.068125756,Canned,101.199,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99,16,FD,0.970470832305978,1,0
FDV33,9.6,Regular,0.02734361,Snack Foods,257.8304,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.3128,16,FD,0.3895175263075255,1,1
FDX47,6.55,Regular,0.034658144,Breads,155.8288,OUT049,1999,Medium,Tier 1,Supermarket Type1,1099.9016,14,FD,0.49371515016817485,1,1
FDO50,16.25,Low Fat,0.0779469465,Canned,89.8804,OUT017,2007,Small,Tier 2,Supermarket Type1,1102.5648,6,FD,1.1103764932247437,2,0
FDV57,15.25,Regular,0.065841719,Snack Foods,179.866,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49,26,FD,0.9379340735446126,3,1
FDB02,9.695,Regular,0.029158763,Canned,174.537,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.059,9,FD,0.4153748987038435,2,1
FDD16,20.5,Low Fat,0.063649582,Frozen Foods,74.7696,OUT019,1985,Small,Tier 1,Grocery Store,74.5696,28,FD,0.9067064565047556,1,0
FDX02,16.0,Low Fat,0.05706009,Dairy,225.0404,OUT046,1997,Small,Tier 1,Supermarket Type1,4950.8888,16,FD,0.8128372628078286,1,1
FDP11,15.85,Low Fat,0.11566015,Breads,218.3166,OUT010,1998,Small,Tier 3,Grocery Store,435.4332,15,FD,1.647611837659963,3,1
FDH32,12.8,Low Fat,0.075691713,Fruits and Vegetables,98.241,OUT027,1985,Medium,Tier 3,Supermarket Type3,2220.443,28,FD,1.078250048539281,3,0
NCL18,18.85,Low Fat,0.167844438,Household,193.9136,OUT049,1999,Medium,Tier 1,Supermarket Type1,3110.6176,14,NC,2.390991909782097,1,1
FDT12,6.215,Regular,0.049722335,Baking Goods,224.5062,OUT045,2002,Small,Tier 2,Supermarket Type1,4514.124,11,FD,0.7083088491766119,2,1
FDD50,18.85,Low Fat,0.14095631,Canned,167.7132,OUT027,1985,Medium,Tier 3,Supermarket Type3,3889.6036,28,FD,2.0079628545256725,3,1
NCU05,11.8,Low Fat,0.058827557,Health and Hygiene,80.8618,OUT049,1999,Medium,Tier 1,Supermarket Type1,1288.9888,14,NC,0.8380153345280654,1,0
FDI56,7.325,Low Fat,0.093765794,Fruits and Vegetables,90.3146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.0774,4,FD,1.3357204893992056,3,0
DRL11,10.5,Low Fat,0.048092816,Hard Drinks,159.2946,OUT049,1999,Medium,Tier 1,Supermarket Type1,1893.5352,14,DR,0.6850958860766,1,1
FDQ08,15.7,Regular,0.018968743,Fruits and Vegetables,61.9536,OUT045,2002,Small,Tier 2,Supermarket Type1,1225.072,11,FD,0.2702151563207342,2,0
FDW20,20.75,Low Fat,0.024032484,Fruits and Vegetables,124.973,OUT027,1985,Medium,Tier 3,Supermarket Type3,2463.46,28,FD,0.34234959168541335,3,0
FDW46,13.0,Regular,0.070444232,Snack Foods,63.4484,OUT045,2002,Small,Tier 2,Supermarket Type1,1043.9744,11,FD,1.003498184448704,2,0
FDO09,13.5,Regular,0.125469442,Snack Foods,264.491,OUT049,1999,Medium,Tier 1,Supermarket Type1,6574.775,14,FD,1.7873480010512708,1,1
DRJ49,6.865,Low Fat,0.01405025,Soft Drinks,128.9652,OUT018,2009,Medium,Tier 3,Supermarket Type2,1679.1476,4,DR,0.2001498201591637,3,0
FDP26,7.785,Low Fat,0.139436695,Dairy,103.0306,OUT013,1987,High,Tier 3,Supermarket Type1,2404.2038,26,FD,1.986315505264188,3,0
FDO19,17.7,Regular,0.016593506,Fruits and Vegetables,46.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,972.068,9,FD,0.23637922753758858,2,0
NCG43,20.2,Low Fat,0.124261614,Household,93.6462,OUT010,1998,Small,Tier 3,Grocery Store,277.6386,15,NC,1.7701421465658917,3,0
FDG02,7.855,Low Fat,0.011261165,Canned,189.5188,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.188,16,FD,0.16041850853420178,1,1
FDO32,6.36,Low Fat,0.120520818,Fruits and Vegetables,45.906,OUT035,2004,Small,Tier 2,Supermarket Type1,419.454,9,FD,1.7168534401975266,2,0
FDR34,17.0,Regular,0.015965308,Snack Foods,229.4352,OUT046,1997,Small,Tier 1,Supermarket Type1,4809.7392,16,FD,0.22743036778602926,1,1
FDU59,5.78,Low Fat,0.096386227,Breads,163.5552,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.0072,16,FD,1.3730493051632768,1,1
FDN31,11.5,Low Fat,0.073029341,Fruits and Vegetables,187.953,OUT045,2002,Small,Tier 2,Supermarket Type1,2656.542,11,FD,1.0403237997539003,2,1
FDT55,13.6,Regular,0.043443753,Fruits and Vegetables,158.1946,OUT027,1985,Medium,Tier 3,Supermarket Type3,6942.9624,28,FD,0.6188686571405583,3,1
FDE08,18.2,Low Fat,0.049520593,Fruits and Vegetables,147.3734,OUT018,2009,Medium,Tier 3,Supermarket Type2,2375.5744,4,FD,0.7054349768242658,3,1
FDK52,18.25,Low Fat,0.079152918,Frozen Foods,223.8062,OUT013,1987,High,Tier 3,Supermarket Type1,4288.4178,26,FD,1.1275559013379144,3,1
FDW11,12.6,Low Fat,0.048741487,Breads,60.4194,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104,26,FD,0.6943363895546496,3,0
FDC03,8.575,Regular,0.071958197,Dairy,195.3794,OUT049,1999,Medium,Tier 1,Supermarket Type1,3511.4292,14,FD,1.0250650478480934,1,1
FDR43,18.2,Low Fat,0.162147349,Fruits and Vegetables,37.719,OUT018,2009,Medium,Tier 3,Supermarket Type2,549.285,4,FD,2.3098352514464264,3,0
FDL14,8.115,Regular,0.05382735,Canned,155.2972,OUT010,1998,Small,Tier 3,Grocery Store,311.5944,15,FD,0.7667859591213224,3,1
FDP39,12.65,Low Fat,0.069565759,Meat,52.4324,OUT045,2002,Small,Tier 2,Supermarket Type1,571.2564,11,FD,0.990984085912046,2,0
FDG29,17.6,Low Fat,0.056019324,Frozen Foods,40.0454,OUT027,1985,Medium,Tier 3,Supermarket Type3,419.454,28,FD,0.798011254179671,3,0
DRH15,8.775,Low Fat,0.109911272,Dairy,41.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998,16,DR,1.565717430242517,1,0
FDT11,5.94,Regular,0.029366813,Breads,187.7556,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,9,FD,0.41833863031602925,2,1
FDU48,18.85,Low Fat,0.055347985,Baking Goods,131.5284,OUT035,2004,Small,Tier 2,Supermarket Type1,1581.9408,9,FD,0.7884478385738396,2,0
FDY12,9.8,Regular,0.14118383,Baking Goods,49.2008,OUT013,1987,High,Tier 3,Supermarket Type1,657.8104,26,FD,2.0112039418431658,3,0
FDS44,12.65,Regular,0.156926608,Fruits and Vegetables,238.3538,OUT017,2007,Small,Tier 2,Supermarket Type1,5528.1374,6,FD,2.235464306285481,2,1
NCP06,20.7,Low Fat,0.039405676,Household,149.8366,OUT018,2009,Medium,Tier 3,Supermarket Type2,2267.049,4,NC,0.5613450981050354,3,1
DRH23,14.65,Low Fat,0.170176516,Hard Drinks,55.2614,OUT013,1987,High,Tier 3,Supermarket Type1,718.3982,26,DR,2.424213026295834,3,0
FDA16,6.695,Low Fat,0.033777629,Frozen Foods,222.8456,OUT027,1985,Medium,Tier 3,Supermarket Type3,7073.4592,28,FD,0.48117196275887997,3,1
FDT45,15.85,Low Fat,0.057546914,Snack Foods,55.8956,OUT018,2009,Medium,Tier 3,Supermarket Type2,491.3604,4,FD,0.8197722095916342,3,0
FDE56,17.25,Regular,0.160095901,Fruits and Vegetables,61.5194,OUT017,2007,Small,Tier 2,Supermarket Type1,1052.6298,6,FD,2.2806117893538747,2,0
FDA40,16.0,Regular,0.099832728,Frozen Foods,87.4856,OUT017,2007,Small,Tier 2,Supermarket Type1,263.6568,6,FD,1.4221456952864686,2,0
FDA39,6.32,Low Fat,0.012717946,Meat,40.2822,OUT046,1997,Small,Tier 1,Supermarket Type1,628.5152,16,FD,0.18117076953747838,1,0
NCB19,6.525,Low Fat,0.090278634,Household,86.7882,OUT035,2004,Small,Tier 2,Supermarket Type1,1975.4286,9,NC,1.2860449002199221,2,0
FDZ34,6.695,Low Fat,0.075864171,Starchy Foods,191.882,OUT013,1987,High,Tier 3,Supermarket Type1,3861.64,26,FD,1.0807067619561246,3,1
FDV22,14.85,Regular,0.009958941,Snack Foods,157.963,OUT045,2002,Small,Tier 2,Supermarket Type1,2816.334,11,FD,0.14186795609513866,2,1
FDO40,17.1,Low Fat,0.032678839,Frozen Foods,150.7392,OUT049,1999,Medium,Tier 1,Supermarket Type1,3131.9232,14,FD,0.46551938569493534,1,1
FDD21,10.3,Regular,0.030566338999999998,Fruits and Vegetables,115.0176,OUT013,1987,High,Tier 3,Supermarket Type1,4122.6336,26,FD,0.4354262204426278,3,0
FDO36,19.7,Low Fat,0.077849003,Baking Goods,179.166,OUT013,1987,High,Tier 3,Supermarket Type1,3056.022,26,FD,1.108981260121364,3,1
FDV34,10.695,Regular,0.011443222,Snack Foods,73.5038,OUT049,1999,Medium,Tier 1,Supermarket Type1,1478.076,14,FD,0.16301196244489496,1,0
NCY18,7.285,Low Fat,0.031214809,Household,177.1054,OUT045,2002,Small,Tier 2,Supermarket Type1,2626.581,11,NC,0.4446638606183267,2,1
NCM54,17.7,Low Fat,0.051146565,Household,127.3678,OUT018,2009,Medium,Tier 3,Supermarket Type2,3306.3628,4,NC,0.7285974118972243,3,0
FDB59,18.25,Low Fat,0.015302653,Snack Foods,198.0084,OUT049,1999,Medium,Tier 1,Supermarket Type1,793.6336,14,FD,0.21799065823797348,1,1
FDS45,5.175,Regular,0.04937018,Snack Foods,106.7622,OUT010,1998,Small,Tier 3,Grocery Store,211.7244,15,FD,0.7032923007224455,3,0
FDV24,5.635,Low Fat,0.1035873995,Baking Goods,148.705,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44,14,FD,1.4756320621113819,1,1
FDD46,6.035,Low Fat,0.236433601,Snack Foods,155.5998,OUT010,1998,Small,Tier 3,Grocery Store,153.7998,15,FD,3.3680641070253885,3,1
FDQ39,14.8,Low Fat,0.081372267,Meat,191.4846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.3536,4,FD,1.159171161082077,3,1
FDD52,18.25,Regular,0.18329488,Dairy,111.657,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998,16,FD,2.6110878644931934,1,0
FDL39,16.1,Regular,0.06358934,Dairy,179.4318,OUT018,2009,Medium,Tier 3,Supermarket Type2,360.8636,4,FD,0.9058482920261144,3,1
FDV02,16.75,Low Fat,0.060792265,Dairy,170.4106,OUT018,2009,Medium,Tier 3,Supermarket Type2,513.3318,4,FD,0.8660031605713935,3,1
FDE11,17.7,Regular,0.135144781,Starchy Foods,184.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,4257.1252,16,FD,1.9251759657372332,1,1
NCU54,8.88,Low Fat,0.098775709,Household,208.927,OUT049,1999,Medium,Tier 1,Supermarket Type1,7130.718,14,NC,1.407088158035899,1,1
FDR43,18.2,Low Fat,0.270300331,Fruits and Vegetables,38.319,OUT010,1998,Small,Tier 3,Grocery Store,109.857,15,FD,3.850505338952148,3,0
FDD51,11.15,Low Fat,0.119852889,Dairy,44.9744,OUT013,1987,High,Tier 3,Supermarket Type1,498.0184,26,FD,1.7073386010146587,3,0
FDO60,20.0,Low Fat,0.034563936,Baking Goods,45.3086,OUT017,2007,Small,Tier 2,Supermarket Type1,490.6946,6,FD,0.49237313032813257,2,0
NCS06,7.935,Low Fat,0.031710329,Household,263.091,OUT013,1987,High,Tier 3,Supermarket Type1,5522.811,26,NC,0.45172268440333185,3,1
FDX50,20.1,Low Fat,0.074778547,Dairy,110.7228,OUT045,2002,Small,Tier 2,Supermarket Type1,1657.842,11,FD,1.0652417383187893,2,0
FDQ55,13.65,Regular,0.013035609,Fruits and Vegetables,114.7834,OUT035,2004,Small,Tier 2,Supermarket Type1,3455.502,9,FD,0.1856959696101618,2,0
FDL52,6.635,Regular,0.046277956,Frozen Foods,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,75.9012,4,FD,0.6592426875488828,3,0
FDK52,18.25,Low Fat,0.0793795,Frozen Foods,226.1062,OUT045,2002,Small,Tier 2,Supermarket Type1,6771.186,11,FD,1.1307836265777715,2,1
NCO02,11.15,Low Fat,0.073783159,Others,66.0142,OUT017,2007,Small,Tier 2,Supermarket Type1,988.713,6,NC,1.0510621522481793,2,0
NCO30,19.5,Low Fat,0.01572192,Household,185.6608,OUT035,2004,Small,Tier 2,Supermarket Type1,918.804,9,NC,0.22396323628097428,2,1
FDA33,6.48,Low Fat,0.033952603,Snack Foods,148.2076,OUT049,1999,Medium,Tier 1,Supermarket Type1,3399.5748,14,FD,0.4836645173136052,1,1
FDB12,11.15,Regular,0.105220024,Baking Goods,102.7648,OUT013,1987,High,Tier 3,Supermarket Type1,1142.5128,26,FD,1.4988892639449751,3,0
FDT40,5.985,Low Fat,0.095715608,Frozen Foods,125.8678,OUT013,1987,High,Tier 3,Supermarket Type1,3560.6984,26,FD,1.3634961461628803,3,0
NCO05,7.27,Low Fat,0.046822808,Health and Hygiene,99.3384,OUT017,2007,Small,Tier 2,Supermarket Type1,2759.0752,6,NC,0.6670042597496166,2,0
FDR32,6.78,Regular,0.085564489,Fruits and Vegetables,227.5694,OUT049,1999,Medium,Tier 1,Supermarket Type1,3653.9104,14,FD,1.2188905596242585,1,1
FDM04,9.195,Regular,0.04731256,Frozen Foods,50.7666,OUT018,2009,Medium,Tier 3,Supermarket Type2,512.666,4,FD,0.6739809167288583,3,0
DRL01,19.5,Regular,0.077108099,Soft Drinks,232.8958,OUT013,1987,High,Tier 3,Supermarket Type1,5608.6992,26,DR,1.0984268712417922,3,1
FDQ56,6.59,Low Fat,0.106027474,Fruits and Vegetables,83.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1426.1436,4,FD,1.5103916195818867,3,0
FDH08,7.51,Low Fat,0.01742908,Fruits and Vegetables,229.601,OUT046,1997,Small,Tier 1,Supermarket Type1,6201.927,16,FD,0.24828221757902363,1,1
NCQ06,13.0,Low Fat,0.073229342,Household,254.1014,OUT019,1985,Small,Tier 1,Grocery Store,255.0014,28,NC,1.043172871064493,1,1
FDG16,15.25,Low Fat,0.157257637,Frozen Foods,215.0192,OUT019,1985,Small,Tier 1,Grocery Store,1078.596,28,FD,2.240179908841839,1,1
FDZ40,8.935,Low Fat,0.039988162,Frozen Foods,55.7298,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.6662,28,FD,0.569642777373748,3,0
FDY51,12.5,Low Fat,0.081119484,Meat,220.0798,OUT035,2004,Small,Tier 2,Supermarket Type1,1322.2788,9,FD,1.1555701951213793,2,1
NCN41,17.0,Low Fat,0.052421981,Health and Hygiene,123.773,OUT018,2009,Medium,Tier 3,Supermarket Type2,1231.73,4,NC,0.7467660767272537,3,0
NCM17,7.93,Low Fat,0.070791391,Health and Hygiene,46.4086,OUT027,1985,Medium,Tier 3,Supermarket Type3,2007.387,28,NC,1.008443563457379,3,0
FDP39,12.65,Low Fat,0.069817659,Meat,53.5324,OUT017,2007,Small,Tier 2,Supermarket Type1,830.9184,6,FD,0.9945724732858005,2,0
FDZ08,12.5,Regular,0.109971578,Fruits and Vegetables,82.7592,OUT035,2004,Small,Tier 2,Supermarket Type1,577.9144,9,FD,1.566576506419419,2,0
FDU03,18.7,Regular,0.091950972,Meat,184.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,1277.0044,4,FD,1.309867832192331,3,1
FDZ49,11.0,Regular,0.133145617,Canned,218.4798,OUT046,1997,Small,Tier 1,Supermarket Type1,2203.798,16,FD,1.896697304142694,1,1
NCX30,16.7,Low Fat,0.046609281,Household,248.6776,OUT019,1985,Small,Tier 1,Grocery Store,495.3552,28,NC,0.6639625067096974,1,1
FDV08,7.35,Low Fat,0.028652919,Fruits and Vegetables,40.5454,OUT045,2002,Small,Tier 2,Supermarket Type1,545.2902,11,FD,0.4081690065931271,2,0
FDB15,10.895,Low Fat,0.136696892,Dairy,264.5568,OUT013,1987,High,Tier 3,Supermarket Type1,5536.7928,26,FD,1.9472862297906883,3,1
FDY49,17.2,Regular,0.012002075,Canned,165.3184,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104,26,FD,0.17097298288548562,3,1
FDF24,15.5,Regular,0.025513973,Baking Goods,83.7934,OUT017,2007,Small,Tier 2,Supermarket Type1,1474.0812,6,FD,0.36345382519853797,2,0
DRK47,7.905,Low Fat,0.064194304,Hard Drinks,229.4694,OUT045,2002,Small,Tier 2,Supermarket Type1,2055.3246,11,DR,0.9144661768183969,2,1
DRD37,9.8,Low Fat,0.013920032,Soft Drinks,45.006,OUT017,2007,Small,Tier 2,Supermarket Type1,792.302,6,DR,0.19829482759451283,2,0
FDH40,11.6,Regular,0.079251097,Frozen Foods,79.2276,OUT018,2009,Medium,Tier 3,Supermarket Type2,649.8208,4,FD,1.1289544892059884,3,0
FDL12,15.85,Regular,0.121043709,Baking Goods,59.422,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.596,28,FD,1.7243021716872045,3,0
FDW11,12.6,Low Fat,0.048545853,Breads,60.1194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1114.5492,28,FD,0.691549527405078,3,0
NCE06,5.825,Low Fat,0.091467933,Household,159.7894,OUT035,2004,Small,Tier 2,Supermarket Type1,1294.3152,9,NC,1.3029868038134862,2,1
FDF32,16.35,Low Fat,0.0680243,Fruits and Vegetables,196.3426,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.1982,4,FD,0.9690255626378889,3,1
DRI47,14.7,Low Fat,0.020916223,Hard Drinks,141.8128,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.5664,9,DR,0.2979575645884567,2,0
DRA12,11.6,Low Fat,0.041012258999999995,Soft Drinks,141.9154,OUT035,2004,Small,Tier 2,Supermarket Type1,992.7078,9,DR,0.5842313313407976,2,0
FDX45,16.75,Low Fat,0.104768536,Snack Foods,155.163,OUT013,1987,High,Tier 3,Supermarket Type1,2972.797,26,FD,1.492457688563468,3,1
FDR35,12.5,Low Fat,0.020680499,Breads,197.2742,OUT013,1987,High,Tier 3,Supermarket Type1,2587.9646,26,FD,0.2945996089501443,3,1
FDK03,12.6,Regular,0.123727659,Dairy,253.0356,OUT010,1998,Small,Tier 3,Grocery Store,254.3356,15,FD,1.762535805239361,3,1
NCJ18,12.35,Low Fat,0.163805509,Household,117.6124,OUT013,1987,High,Tier 3,Supermarket Type1,3910.9092,26,NC,2.3334562137634753,3,0
FDN48,13.35,Low Fat,0.065082452,Baking Goods,93.0804,OUT045,2002,Small,Tier 2,Supermarket Type1,2113.2492,11,FD,0.9271180984905893,2,0
FDZ59,6.63,Regular,0.182128363,Baking Goods,165.65,OUT019,1985,Small,Tier 1,Grocery Store,665.8,28,FD,2.5944704969899384,1,1
FDB57,20.25,Regular,0.01871404,Fruits and Vegetables,223.4772,OUT027,1985,Medium,Tier 3,Supermarket Type3,7116.0704,28,FD,0.26658683941220945,3,1
DRP35,18.85,Low Fat,0.159096908,Hard Drinks,129.3336,OUT019,1985,Small,Tier 1,Grocery Store,127.8336,28,DR,2.2663808490296624,1,0
FDZ59,6.63,Regular,0.103935018,Baking Goods,166.85,OUT013,1987,High,Tier 3,Supermarket Type1,5326.4,26,FD,1.4805839868286645,3,1
FDU58,6.61,Regular,0.029129907,Snack Foods,188.4898,OUT018,2009,Medium,Tier 3,Supermarket Type2,4677.245,4,FD,0.41496383675046095,3,1
FDL09,19.6,Regular,0.128011859,Snack Foods,166.8816,OUT035,2004,Small,Tier 2,Supermarket Type1,1845.5976,9,FD,1.823565456635307,2,1
FDY38,13.6,Regular,0.119850541,Dairy,234.53,OUT017,2007,Small,Tier 2,Supermarket Type1,6524.84,6,FD,1.707305153084712,2,1
FDI46,9.5,Low Fat,0.073985248,Snack Foods,252.5724,OUT027,1985,Medium,Tier 3,Supermarket Type3,3271.7412,28,FD,1.0539409677145337,3,1
FDL03,19.25,Regular,0.027233781,Meat,197.511,OUT017,2007,Small,Tier 2,Supermarket Type1,982.055,6,FD,0.3879529808653973,2,1
DRC25,5.73,Low Fat,0.079440262,Soft Drinks,86.7882,OUT019,1985,Small,Tier 1,Grocery Store,85.8882,28,DR,1.1316491986047825,1,0
FDU60,20.0,Regular,0.060022526,Baking Goods,168.7132,OUT045,2002,Small,Tier 2,Supermarket Type1,6426.3016,11,FD,0.8550380088894309,2,1
FDP25,15.2,Low Fat,0.02110482,Canned,217.0824,OUT027,1985,Medium,Tier 3,Supermarket Type3,6769.8544,28,FD,0.3006441826651854,3,1
FDO57,20.75,Low Fat,0.181958524,Snack Foods,161.0578,OUT010,1998,Small,Tier 3,Grocery Store,481.3734,15,FD,2.592051091975365,3,1
FDQ09,7.235,Low Fat,0.058222587,Snack Foods,114.8834,OUT049,1999,Medium,Tier 1,Supermarket Type1,3340.3186,14,FD,0.8293973642640708,1,0
NCY05,13.5,Low Fat,0.054723717,Health and Hygiene,36.6874,OUT027,1985,Medium,Tier 3,Supermarket Type3,1058.622,28,NC,0.7795549627936136,3,0
FDA20,6.78,Low Fat,0.066724663,Fruits and Vegetables,187.724,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491.392,14,FD,0.9505118627519656,1,1
FDF16,7.3,Low Fat,0.144167934,Frozen Foods,146.3076,OUT010,1998,Small,Tier 3,Grocery Store,886.8456,15,FD,2.0537133547672233,3,1
NCG07,12.3,Low Fat,0.052458358,Household,188.753,OUT013,1987,High,Tier 3,Supermarket Type1,3795.06,26,NC,0.7472842774715771,3,1
FDR46,16.85,Low Fat,0.139985583,Snack Foods,145.276,OUT018,2009,Medium,Tier 3,Supermarket Type2,2490.092,4,FD,1.9941345714365,3,1
FDP22,14.65,Regular,0.099286298,Snack Foods,49.8666,OUT049,1999,Medium,Tier 1,Supermarket Type1,563.9326,14,FD,1.4143616440254894,1,0
FDL45,15.6,Low Fat,0.037680711,Snack Foods,123.7704,OUT035,2004,Small,Tier 2,Supermarket Type1,3129.26,9,FD,0.536772479501747,2,0
NCF42,17.35,Low Fat,0.168064909,Household,176.2712,OUT018,2009,Medium,Tier 3,Supermarket Type2,1230.3984,4,NC,2.3941325820833232,3,1
FDD04,16.0,Low Fat,0.090111173,Dairy,141.3154,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542,14,FD,1.283659370493855,1,0
FDC45,17.0,Low Fat,0.136286138,Fruits and Vegetables,170.9106,OUT018,2009,Medium,Tier 3,Supermarket Type2,1197.7742,4,FD,1.9414349218616727,3,1
FDI40,11.5,Regular,0.125857678,Frozen Foods,100.5358,OUT045,2002,Small,Tier 2,Supermarket Type1,2111.2518,11,FD,1.7928785336453041,2,0
FDQ11,5.695,Regular,0.067700925,Breads,256.5988,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.9904,16,FD,0.9644189934954203,1,1
DRM48,15.2,Low Fat,0.112896669,Soft Drinks,36.0848,OUT046,1997,Small,Tier 1,Supermarket Type1,1193.1136,16,DR,1.608245262320502,1,0
FDS12,9.1,Low Fat,0.173973652,Baking Goods,126.5362,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068,26,FD,2.478304312039496,3,0
FDR46,16.85,Low Fat,0.1395590255,Snack Foods,146.076,OUT017,2007,Small,Tier 2,Supermarket Type1,2636.568,6,FD,1.9880581381408258,2,1
NCO02,11.15,Low Fat,0.073516952,Others,65.9142,OUT045,2002,Small,Tier 2,Supermarket Type1,790.9704,11,NC,1.047269957577258,2,0
FDQ52,17.0,Low Fat,0.119285634,Frozen Foods,247.4434,OUT013,1987,High,Tier 3,Supermarket Type1,2980.1208,26,FD,1.6992578916867545,3,1
FDY28,7.47,Regular,0.153011599,Frozen Foods,215.2218,OUT017,2007,Small,Tier 2,Supermarket Type1,3419.5488,6,FD,2.1796938860245243,2,1
FDE32,20.7,Low Fat,0.04875891,Fruits and Vegetables,37.3506,OUT046,1997,Small,Tier 1,Supermarket Type1,834.9132,16,FD,0.6945845851608938,1,0
FDJ58,15.6,Regular,0.105276162,Snack Foods,173.2764,OUT035,2004,Small,Tier 2,Supermarket Type1,3779.0808,9,FD,1.4996889657726364,2,1
FDJ27,17.7,Regular,0.122123201,Meat,100.7674,OUT045,2002,Small,Tier 2,Supermarket Type1,814.9392,11,FD,1.7396798432349176,2,0
NCM18,13.0,Low Fat,0.082970667,Household,60.0194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1114.5492,14,NC,1.1819408251480121,1,0
FDA02,14.0,Regular,0.029782937,Dairy,146.3786,OUT045,2002,Small,Tier 2,Supermarket Type1,866.8716,11,FD,0.4242664354272488,2,1
FDT26,18.85,Regular,0.067953506,Dairy,119.044,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88,16,FD,0.9680170819084821,1,0
DRD60,15.7,Low Fat,0.03722507,Soft Drinks,182.4634,OUT035,2004,Small,Tier 2,Supermarket Type1,1999.3974,9,DR,0.5302817434502788,2,1
NCR18,15.85,Low Fat,0.020487625,Household,44.0112,OUT046,1997,Small,Tier 1,Supermarket Type1,468.7232,16,NC,0.29185206378807393,1,0
FDO27,6.175,Regular,0.179077475,Meat,94.3752,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528,16,FD,2.5510097269306335,1,0
FDP25,15.2,Low Fat,0.037131628,Canned,216.4824,OUT019,1985,Small,Tier 1,Grocery Store,218.3824,28,FD,0.5289506354987966,1,1
FDQ51,16.0,Regular,0.017547958,Meat,48.3718,OUT035,2004,Small,Tier 2,Supermarket Type1,614.5334,9,FD,0.24997566860807158,2,0
NCH07,13.15,Low Fat,0.093191195,Household,158.1604,OUT017,2007,Small,Tier 2,Supermarket Type1,1426.1436,6,NC,1.3275351626958636,2,1
FDP44,16.5,Regular,0.079875237,Fruits and Vegetables,102.7332,OUT045,2002,Small,Tier 2,Supermarket Type1,1537.998,11,FD,1.1378455415896926,2,0
NCP55,14.65,Low Fat,0.01125332,Others,57.0614,OUT017,2007,Small,Tier 2,Supermarket Type1,939.4438,6,NC,0.16030675427081512,2,0
FDO09,13.5,Regular,0.125170423,Snack Foods,261.491,OUT013,1987,High,Tier 3,Supermarket Type1,3418.883,26,FD,1.7830883900782155,3,1
FDP38,10.1,Low Fat,0.032152004,Canned,50.6008,OUT049,1999,Medium,Tier 1,Supermarket Type1,404.8064,14,FD,0.45801447079992963,1,0
FDI48,11.85,Regular,0.056033565,Baking Goods,51.4666,OUT017,2007,Small,Tier 2,Supermarket Type1,974.0654,6,FD,0.7982141212880062,2,0
FDS58,9.285,Regular,0.021049215,Snack Foods,161.0578,OUT045,2002,Small,Tier 2,Supermarket Type1,2406.867,11,FD,0.29985207357460336,2,1
FDJ55,12.8,Regular,0.023526504,Meat,223.5404,OUT035,2004,Small,Tier 2,Supermarket Type1,5626.01,9,FD,0.33514176221589265,2,1
