,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
54607,Operations,region_22,Master's & above,m,other,2,45,3.0,3,0,0,61
34797,Sales & Marketing,region_2,Master's & above,f,other,2,47,3.0,11,0,0,44
15437,Procurement,region_5,Master's & above,f,other,1,32,2.0,7,0,0,70
12698,Operations,region_6,Master's & above,f,other,1,49,3.0,10,0,0,62
52042,Technology,region_14,Bachelor's,m,other,1,45,3.0,17,0,0,82
31460,Procurement,region_2,,m,other,1,32,4.0,4,1,0,71
3890,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,44,3.0,12,0,0,43
38546,Sales & Marketing,region_16,Bachelor's,m,other,1,28,1.0,5,0,0,51
24536,Sales & Marketing,region_22,Bachelor's,m,other,2,26,4.0,4,0,0,49
8891,Analytics,region_22,,m,other,2,27,3.0,6,0,0,85
34048,Finance,region_2,Bachelor's,m,other,1,31,1.0,4,0,0,56
4413,HR,region_28,Bachelor's,f,sourcing,1,34,3.0,4,1,0,49
16906,Technology,region_16,Master's & above,m,sourcing,1,37,1.0,4,1,0,81
24898,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,23,5.0,2,0,0,51
10567,HR,region_2,Bachelor's,f,referred,1,44,3.0,12,0,0,49
42482,Operations,region_27,Bachelor's,f,sourcing,1,38,3.0,14,0,0,58
25288,Procurement,region_31,Bachelor's,f,other,1,25,3.0,2,0,1,69
38123,Sales & Marketing,region_13,Bachelor's,m,other,1,39,5.0,6,0,0,47
14110,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,28,4.0,3,1,0,51
42491,Legal,region_2,Bachelor's,m,sourcing,1,51,1.0,3,1,0,61
54370,Operations,region_20,Bachelor's,m,other,1,27,5.0,2,1,0,61
28383,HR,region_4,Bachelor's,m,sourcing,1,40,4.0,10,0,0,52
37161,Technology,region_10,Master's & above,m,other,1,37,2.0,8,0,0,81
17512,Finance,region_2,Master's & above,f,other,1,39,3.0,9,0,0,54
45275,Procurement,region_28,Bachelor's,f,other,2,27,,1,1,1,72
14293,Procurement,region_31,Master's & above,m,other,1,41,3.0,13,0,0,71
13488,Procurement,region_10,Bachelor's,m,other,2,32,3.0,5,0,0,73
52976,R&D,region_20,Master's & above,m,sourcing,1,28,3.0,2,0,0,81
38005,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,29,3.0,2,0,1,52
13844,Analytics,region_28,Bachelor's,m,other,1,30,5.0,3,1,0,83
5599,Operations,region_15,Bachelor's,m,other,1,36,5.0,3,1,0,64
44417,Sales & Marketing,region_4,Master's & above,m,other,1,44,1.0,15,0,0,50
11041,Sales & Marketing,region_13,Master's & above,m,sourcing,1,31,3.0,2,0,0,53
808,Operations,region_4,Bachelor's,f,other,1,26,3.0,5,0,0,60
18601,Sales & Marketing,region_31,,m,sourcing,2,27,,1,0,0,45
25354,Procurement,region_20,Master's & above,m,other,1,39,4.0,10,0,0,68
10001,Operations,region_13,Bachelor's,f,other,1,40,5.0,5,0,0,58
47510,Operations,region_2,Bachelor's,f,other,1,32,3.0,5,0,0,70
44571,Finance,region_2,Master's & above,m,other,2,34,3.0,8,0,0,64
42494,Analytics,region_4,Bachelor's,m,sourcing,1,33,5.0,7,0,0,84
8539,Analytics,region_21,Bachelor's,m,other,1,36,3.0,8,0,0,85
29097,Operations,region_15,Bachelor's,f,sourcing,1,39,5.0,11,0,0,63
38144,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,1.0,7,0,0,47
51812,Finance,region_22,Bachelor's,m,other,1,29,3.0,6,0,0,66
19699,Operations,region_15,Bachelor's,m,sourcing,1,35,4.0,4,1,0,63
27041,Technology,region_29,Bachelor's,m,other,1,30,3.0,2,0,0,83
32164,Analytics,region_2,Bachelor's,f,other,1,36,3.0,11,0,0,86
4327,Operations,region_15,Bachelor's,m,sourcing,1,44,3.0,6,0,0,58
28426,HR,region_4,Bachelor's,m,sourcing,1,27,3.0,4,1,0,52
4308,Procurement,region_2,Bachelor's,m,sourcing,1,39,1.0,11,0,0,67
48840,Technology,region_2,Bachelor's,m,other,1,40,3.0,5,1,0,82
23354,Finance,region_26,Bachelor's,m,sourcing,1,28,3.0,4,0,0,56
34450,Procurement,region_11,Bachelor's,m,other,1,26,3.0,4,0,0,69
43409,Operations,region_2,Bachelor's,m,sourcing,2,30,,1,0,0,60
23743,Analytics,region_28,Bachelor's,m,other,2,30,3.0,4,1,0,87
16830,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,34,4.0,3,0,0,52
43002,Procurement,region_24,Bachelor's,f,other,3,30,3.0,2,0,0,68
38967,Analytics,region_29,Bachelor's,m,other,1,38,3.0,5,0,0,82
26779,Sales & Marketing,region_2,,m,sourcing,1,48,5.0,13,1,0,53
7641,Analytics,region_28,Master's & above,m,other,1,31,3.0,6,1,0,86
7740,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,31,1.0,5,1,0,44
9355,Sales & Marketing,region_28,Bachelor's,m,other,1,26,,1,1,0,45
2618,Sales & Marketing,region_33,Bachelor's,f,other,1,32,3.0,4,0,0,49
106,Operations,region_13,Master's & above,f,sourcing,1,41,4.0,6,1,0,62
46424,Operations,region_8,Master's & above,f,other,1,30,5.0,5,1,0,55
51508,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,37,4.0,9,0,0,50
41525,Technology,region_5,Bachelor's,f,other,1,32,2.0,7,0,0,81
3406,Legal,region_32,Bachelor's,m,other,1,30,4.0,2,0,0,60
42502,Procurement,region_2,Master's & above,f,sourcing,1,36,2.0,7,1,0,67
13814,Finance,region_28,Bachelor's,m,other,1,25,,1,1,0,63
17745,Technology,region_4,Master's & above,m,other,2,50,2.0,17,0,0,81
54279,Operations,region_8,,f,other,1,30,5.0,5,1,0,63
50340,Procurement,region_2,Master's & above,f,sourcing,1,59,4.0,16,1,0,63
9168,HR,region_7,Master's & above,m,sourcing,1,43,3.0,15,0,0,50
39238,Sales & Marketing,region_2,Master's & above,m,sourcing,1,54,5.0,4,1,0,51
48946,Operations,region_2,Master's & above,f,sourcing,1,54,3.0,15,0,0,60
4063,Finance,region_13,Bachelor's,m,sourcing,1,29,4.0,2,0,0,59
11550,Procurement,region_2,Bachelor's,m,other,1,50,2.0,6,0,0,69
7590,Operations,region_13,Master's & above,m,sourcing,1,40,1.0,7,0,0,63
22539,Technology,region_28,Bachelor's,f,other,1,29,4.0,3,1,0,84
3229,Finance,region_2,Bachelor's,f,other,1,33,3.0,6,0,0,58
41358,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,35,1.0,7,0,1,46
33726,Analytics,region_9,Bachelor's,m,sourcing,2,33,3.0,4,0,0,81
30744,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,3.0,3,1,0,51
24972,Analytics,region_29,Bachelor's,m,other,3,29,1.0,2,0,0,83
46710,Sales & Marketing,region_10,Master's & above,f,other,1,33,3.0,7,0,0,53
18112,Operations,region_15,Bachelor's,m,sourcing,1,45,4.0,6,0,0,57
48274,Operations,region_22,Bachelor's,m,sourcing,1,46,5.0,16,0,0,55
778,Sales & Marketing,region_27,Bachelor's,m,sourcing,6,27,,1,0,0,58
4639,Procurement,region_17,Bachelor's,f,other,1,27,3.0,2,0,0,67
51005,Analytics,region_2,,m,sourcing,1,25,4.0,4,0,0,83
3099,Procurement,region_30,Master's & above,m,other,1,33,4.0,9,0,0,69
29995,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,34,3.0,7,1,0,54
39886,Operations,region_7,Bachelor's,f,other,1,45,5.0,7,1,0,64
31973,Operations,region_13,Bachelor's,m,other,1,33,1.0,2,0,0,54
35787,Operations,region_15,Bachelor's,m,other,1,33,5.0,3,0,0,93
26110,Analytics,region_22,Bachelor's,m,referred,1,27,3.0,3,1,0,82
33494,Operations,region_26,Master's & above,f,sourcing,1,36,4.0,4,1,0,61
17080,Operations,region_19,Bachelor's,f,sourcing,1,34,3.0,7,1,0,62
21645,Operations,region_14,Master's & above,f,other,1,35,2.0,9,0,0,60
20864,Finance,region_22,Bachelor's,f,sourcing,2,31,1.0,7,1,0,60
23286,Sales & Marketing,region_28,Master's & above,m,sourcing,1,40,3.0,3,0,0,50
44090,Operations,region_13,Bachelor's,m,sourcing,1,29,,1,0,0,60
12020,Sales & Marketing,region_26,Bachelor's,m,other,1,53,2.0,9,0,0,50
24690,Operations,region_31,Master's & above,m,sourcing,1,34,3.0,8,1,0,59
49572,Sales & Marketing,region_21,Bachelor's,m,other,1,31,,1,0,0,52
31473,Procurement,region_14,Bachelor's,m,sourcing,1,31,,1,0,0,68
41356,Analytics,region_3,Master's & above,m,sourcing,1,35,3.0,7,1,0,83
5756,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,33,3.0,4,0,1,62
48628,Sales & Marketing,region_9,,m,other,1,29,2.0,2,0,0,53
29846,Technology,region_16,Bachelor's,f,other,1,34,3.0,5,0,0,79
34714,Technology,region_7,Bachelor's,f,sourcing,4,32,5.0,8,1,0,79
1575,Sales & Marketing,region_17,Bachelor's,m,other,1,31,4.0,3,0,0,60
40309,Operations,region_15,Bachelor's,m,other,1,29,5.0,3,0,0,56
27219,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,28,,1,0,0,48
1980,Finance,region_22,Bachelor's,f,other,1,30,3.0,4,0,0,58
54224,Sales & Marketing,region_13,Master's & above,m,other,1,54,1.0,7,0,0,50
51383,Operations,region_12,Bachelor's,f,other,1,36,3.0,11,0,0,62
27307,Finance,region_2,Bachelor's,m,sourcing,1,30,3.0,4,0,0,56
7322,Technology,region_15,Bachelor's,m,other,1,41,5.0,4,1,0,81
36167,Finance,region_13,Bachelor's,m,other,1,31,3.0,5,1,0,59
25609,Operations,region_2,Master's & above,f,other,2,52,5.0,7,1,0,62
53891,Sales & Marketing,region_2,,m,other,1,36,3.0,9,0,0,51
11444,Sales & Marketing,region_13,Master's & above,m,other,1,38,1.0,8,0,0,47
53565,HR,region_2,Bachelor's,f,referred,1,30,2.0,5,1,0,46
22296,Sales & Marketing,region_11,Master's & above,m,other,2,46,5.0,17,0,0,61
32429,Operations,region_2,Master's & above,m,sourcing,1,37,4.0,6,0,0,58
38726,Sales & Marketing,region_20,Bachelor's,m,sourcing,3,34,1.0,8,0,0,51
22832,Procurement,region_15,Bachelor's,m,sourcing,1,45,4.0,13,1,0,71
8903,Operations,region_29,Bachelor's,m,other,1,28,,1,1,0,60
912,Technology,region_4,Bachelor's,m,other,1,30,5.0,3,1,0,77
10775,Finance,region_11,Bachelor's,m,sourcing,1,36,2.0,3,0,0,64
20722,Finance,region_22,Bachelor's,m,sourcing,1,29,1.0,4,1,0,58
23209,Operations,region_23,Bachelor's,m,sourcing,1,37,1.0,5,1,0,58
34803,Sales & Marketing,region_7,Bachelor's,m,other,1,40,4.0,6,0,0,48
12409,Sales & Marketing,region_17,Bachelor's,m,other,1,34,1.0,10,0,0,51
14240,Sales & Marketing,region_2,Master's & above,m,other,1,57,2.0,28,0,0,53
48878,Analytics,region_22,,m,sourcing,2,28,3.0,4,0,0,86
50153,Analytics,region_7,Master's & above,m,other,1,35,5.0,7,1,0,92
24220,HR,region_7,Master's & above,f,other,1,33,4.0,5,1,0,48
5275,Sales & Marketing,region_31,,m,other,1,31,5.0,6,1,0,45
20472,Analytics,region_32,Bachelor's,m,sourcing,1,28,5.0,2,0,0,85
21508,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,39,4.0,4,0,0,50
53671,Analytics,region_26,Bachelor's,m,other,1,37,3.0,7,0,0,84
18140,Procurement,region_31,Master's & above,m,sourcing,2,37,2.0,10,0,0,71
15879,Procurement,region_12,Bachelor's,m,other,1,33,3.0,6,0,0,67
2422,Legal,region_2,Bachelor's,m,other,1,38,3.0,6,1,1,60
4169,Sales & Marketing,region_32,Bachelor's,m,other,1,43,3.0,7,0,0,50
1890,Analytics,region_20,Bachelor's,m,other,2,32,5.0,7,1,0,80
48796,Analytics,region_22,Bachelor's,f,sourcing,1,29,4.0,2,0,0,85
40316,Sales & Marketing,region_28,Master's & above,m,other,1,29,3.0,2,0,0,48
44366,Sales & Marketing,region_30,Bachelor's,m,other,1,29,3.0,4,0,0,49
28198,Analytics,region_22,Bachelor's,m,sourcing,1,30,1.0,6,0,0,86
5974,Analytics,region_20,Bachelor's,m,other,1,29,,1,0,0,88
10228,Sales & Marketing,region_2,,m,other,1,29,,1,0,0,49
32862,Technology,region_27,Bachelor's,f,other,1,29,3.0,2,1,0,85
3644,Legal,region_20,Bachelor's,m,other,1,30,4.0,4,1,0,59
3912,Technology,region_22,Bachelor's,m,referred,2,28,5.0,5,1,0,79
42753,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,40,3.0,13,1,0,98
15451,Sales & Marketing,region_15,Bachelor's,m,other,1,30,4.0,2,0,0,53
275,Procurement,region_7,Master's & above,m,other,1,38,4.0,7,0,0,66
51012,Sales & Marketing,region_7,Master's & above,m,other,1,48,1.0,19,0,0,52
13579,Operations,region_6,Bachelor's,f,other,1,28,5.0,2,1,0,61
2697,Sales & Marketing,region_13,Master's & above,m,other,1,35,4.0,6,0,0,50
26522,Procurement,region_2,Bachelor's,f,other,1,34,4.0,6,0,0,72
7729,Sales & Marketing,region_2,Bachelor's,f,other,1,45,3.0,5,0,0,46
53733,Sales & Marketing,region_2,Master's & above,m,sourcing,1,46,3.0,9,0,0,50
39039,Operations,region_31,Bachelor's,m,other,1,46,3.0,16,0,0,63
38785,Sales & Marketing,region_2,Master's & above,m,other,2,33,1.0,7,0,0,51
8585,Sales & Marketing,region_2,,m,other,2,47,3.0,10,0,0,50
33113,Technology,region_2,Master's & above,m,referred,1,49,5.0,7,1,0,77
47914,Technology,region_2,Master's & above,f,sourcing,1,46,4.0,4,1,1,79
44883,Operations,region_19,Master's & above,f,sourcing,1,42,3.0,8,0,0,59
23280,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,27,2.0,4,0,0,55
18309,Technology,region_22,Master's & above,f,other,1,31,1.0,6,0,0,79
42905,Analytics,region_31,Bachelor's,m,other,1,30,5.0,5,1,0,84
8104,Analytics,region_2,Master's & above,m,other,1,38,3.0,4,0,0,81
7841,Technology,region_5,Master's & above,m,other,1,40,4.0,5,0,0,75
596,Finance,region_22,Bachelor's,f,sourcing,2,30,1.0,3,1,0,59
43539,Technology,region_2,Below Secondary,f,other,1,23,4.0,2,0,0,76
30881,Operations,region_19,Bachelor's,m,sourcing,1,37,4.0,5,1,0,56
19601,Operations,region_2,Master's & above,f,sourcing,2,32,1.0,4,0,0,58
8127,HR,region_32,Bachelor's,m,sourcing,1,30,2.0,9,0,0,50
29087,Sales & Marketing,region_2,,m,other,1,41,1.0,7,0,0,51
47772,Operations,region_15,Bachelor's,f,other,1,45,4.0,8,0,0,63
34822,Analytics,region_28,Bachelor's,m,sourcing,2,33,5.0,4,1,0,86
6250,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45,5.0,3,0,0,46
53650,Operations,region_22,Bachelor's,m,sourcing,1,26,2.0,4,0,0,59
41930,Technology,region_33,Bachelor's,m,sourcing,1,28,1.0,1,0,0,76
1084,Operations,region_4,Bachelor's,m,sourcing,1,28,3.0,6,0,0,61
45302,Sales & Marketing,region_22,Master's & above,f,sourcing,1,30,3.0,2,0,0,50
746,HR,region_2,Bachelor's,f,other,1,28,,1,0,0,43
51804,Procurement,region_22,Bachelor's,m,sourcing,1,35,3.0,10,0,0,68
20210,Technology,region_26,Bachelor's,m,other,1,48,1.0,10,0,0,77
51303,Technology,region_2,Bachelor's,f,sourcing,1,34,4.0,3,0,0,80
37101,Operations,region_15,Master's & above,m,other,3,40,5.0,10,0,0,56
27452,Procurement,region_2,Bachelor's,f,other,1,28,3.0,3,1,0,70
32061,Sales & Marketing,region_13,Master's & above,m,sourcing,3,35,4.0,7,0,0,51
701,Operations,region_14,Bachelor's,f,sourcing,1,30,4.0,7,0,0,59
6590,Operations,region_22,Bachelor's,m,other,1,50,3.0,8,1,0,63
10342,Procurement,region_30,Master's & above,m,other,1,40,3.0,4,0,0,72
52134,Technology,region_2,Bachelor's,m,other,1,29,1.0,4,0,0,77
29632,Operations,region_2,Bachelor's,m,sourcing,1,27,1.0,3,0,0,59
12363,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,50,3.0,5,0,0,46
53599,Sales & Marketing,region_12,Bachelor's,m,other,2,28,1.0,2,0,0,50
41820,Sales & Marketing,region_17,Bachelor's,m,other,2,36,3.0,3,0,0,49
26918,Technology,region_2,Bachelor's,f,other,2,22,,1,0,0,79
23548,Sales & Marketing,region_2,Bachelor's,m,other,1,51,2.0,3,1,0,49
54128,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,4.0,10,0,0,49
23023,R&D,region_2,Master's & above,m,other,1,26,,1,1,0,86
31312,HR,region_2,Master's & above,f,sourcing,1,58,3.0,15,0,0,47
21881,Operations,region_13,Bachelor's,m,sourcing,1,50,5.0,21,0,0,58
6897,Sales & Marketing,region_31,Bachelor's,f,other,1,30,5.0,2,0,0,45
34716,Sales & Marketing,region_7,Master's & above,f,other,1,41,4.0,17,0,0,52
12998,Operations,region_26,Master's & above,m,other,1,36,4.0,9,1,0,60
20343,Sales & Marketing,region_6,Bachelor's,m,other,1,34,1.0,5,0,0,48
4172,Sales & Marketing,region_26,Bachelor's,m,other,1,45,4.0,15,0,0,51
3627,HR,region_20,Bachelor's,m,other,1,31,3.0,6,1,0,48
34502,Technology,region_7,Bachelor's,m,other,1,29,5.0,4,1,0,80
30779,Sales & Marketing,region_22,,m,other,1,43,2.0,7,0,0,48
28582,Sales & Marketing,region_2,Bachelor's,m,other,1,38,4.0,5,0,0,52
19151,Procurement,region_2,Bachelor's,m,other,3,31,3.0,5,0,0,69
14239,Analytics,region_25,Master's & above,m,other,1,37,5.0,9,1,0,88
14954,Finance,region_22,Bachelor's,m,sourcing,1,29,4.0,2,0,0,58
35224,Analytics,region_22,Bachelor's,m,sourcing,1,26,3.0,6,1,0,81
25892,Sales & Marketing,region_13,Bachelor's,m,other,1,37,5.0,4,1,0,50
33884,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,38,3.0,12,0,0,50
24715,Procurement,region_27,Master's & above,m,sourcing,2,35,5.0,6,1,0,68
27406,Operations,region_2,Bachelor's,m,other,1,28,3.0,3,0,0,63
49370,Sales & Marketing,region_2,,m,other,1,47,5.0,18,0,0,46
43322,Technology,region_2,Bachelor's,f,other,1,45,3.0,4,1,0,81
33587,Procurement,region_2,Master's & above,m,sourcing,2,50,3.0,3,1,0,69
1859,Analytics,region_7,Bachelor's,m,other,1,27,5.0,3,1,0,85
40980,Sales & Marketing,region_13,Bachelor's,m,other,1,55,1.0,16,0,0,50
30459,Sales & Marketing,region_16,Bachelor's,m,other,1,39,1.0,10,0,0,47
46636,Finance,region_2,Bachelor's,f,other,3,32,3.0,4,0,0,59
17599,Technology,region_23,Master's & above,m,other,1,35,4.0,8,0,0,79
5363,Procurement,region_2,Master's & above,m,other,2,37,5.0,5,1,0,73
45143,Procurement,region_2,Master's & above,f,other,2,38,2.0,5,0,0,68
3220,Finance,region_2,Master's & above,f,sourcing,1,40,4.0,9,1,0,58
28639,Sales & Marketing,region_19,Bachelor's,m,other,2,36,5.0,3,0,0,50
39078,Technology,region_2,Bachelor's,f,sourcing,1,35,2.0,10,0,0,84
6924,Finance,region_2,Bachelor's,m,other,2,35,4.0,8,0,0,61
26088,Finance,region_7,Bachelor's,m,other,1,38,3.0,9,0,0,58
33750,Operations,region_15,Master's & above,f,other,2,42,3.0,12,0,0,61
22552,Procurement,region_13,Bachelor's,f,sourcing,1,33,3.0,4,0,0,69
14082,Sales & Marketing,region_23,,m,other,1,33,2.0,8,0,0,49
2773,Analytics,region_26,Master's & above,m,other,1,39,3.0,6,1,0,84
40412,Operations,region_22,Bachelor's,m,other,2,32,2.0,4,1,0,63
31966,Sales & Marketing,region_29,,m,other,1,27,,1,0,0,47
17054,Sales & Marketing,region_26,Bachelor's,m,other,1,27,3.0,3,0,0,49
41738,Technology,region_2,Master's & above,m,other,1,58,4.0,14,1,0,80
9311,Analytics,region_22,Bachelor's,m,other,1,29,4.0,5,1,1,83
173,Procurement,region_2,Master's & above,f,other,2,35,3.0,9,0,0,70
48040,Operations,region_22,Bachelor's,f,sourcing,1,30,5.0,2,1,0,58
5299,Sales & Marketing,region_1,Bachelor's,m,sourcing,3,25,,1,0,0,47
41432,Procurement,region_22,Bachelor's,m,sourcing,1,38,3.0,7,1,1,67
24629,HR,region_22,Bachelor's,m,sourcing,1,28,4.0,5,1,0,48
39337,Procurement,region_5,Bachelor's,f,other,1,37,4.0,2,0,0,70
41222,Operations,region_19,Bachelor's,f,other,2,34,4.0,8,1,0,60
5108,Sales & Marketing,region_7,Bachelor's,m,other,1,31,1.0,3,0,0,50
26747,Procurement,region_22,Bachelor's,m,sourcing,1,30,5.0,4,0,0,70
26824,Analytics,region_29,Bachelor's,m,other,1,40,5.0,6,1,0,86
39890,Operations,region_5,Bachelor's,m,sourcing,1,27,3.0,5,1,0,55
43030,Sales & Marketing,region_30,Master's & above,m,sourcing,1,48,1.0,8,0,0,48
39168,Technology,region_16,Master's & above,m,sourcing,1,49,3.0,3,1,0,79
32226,Analytics,region_6,Bachelor's,m,sourcing,1,26,,1,0,0,86
9993,Operations,region_8,Bachelor's,f,sourcing,1,26,5.0,3,1,0,60
12340,Technology,region_14,Bachelor's,m,other,1,33,1.0,8,0,0,79
16077,Procurement,region_2,Master's & above,m,other,1,54,5.0,19,1,0,66
10413,Technology,region_2,Master's & above,m,sourcing,1,49,3.0,8,0,0,81
40971,Procurement,region_2,Master's & above,f,other,1,56,3.0,7,1,0,65
42915,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,30,4.0,5,0,0,48
54293,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,27,,1,1,0,49
37115,Sales & Marketing,region_22,Master's & above,m,sourcing,1,30,1.0,4,0,0,48
42440,Operations,region_15,Bachelor's,f,other,1,37,4.0,10,0,0,60
1059,Technology,region_30,Bachelor's,f,sourcing,1,27,1.0,3,0,0,84
12602,HR,region_10,Master's & above,m,other,1,30,5.0,4,1,0,54
43314,Operations,region_20,Bachelor's,f,other,1,32,5.0,8,0,0,77
37548,Sales & Marketing,region_16,Bachelor's,f,other,1,46,3.0,4,0,0,51
43730,Operations,region_13,Bachelor's,m,sourcing,1,46,5.0,15,1,0,61
48242,Analytics,region_4,Bachelor's,m,other,1,35,5.0,6,1,0,84
31511,Operations,region_3,Master's & above,m,sourcing,1,41,5.0,4,1,0,58
50505,Operations,region_7,Bachelor's,m,other,1,30,5.0,5,1,0,59
14291,Procurement,region_20,Bachelor's,m,other,1,40,1.0,8,0,0,72
38079,Analytics,region_22,Bachelor's,m,sourcing,1,27,4.0,4,0,0,85
12484,Sales & Marketing,region_31,Master's & above,m,other,1,33,4.0,2,0,0,50
23864,Finance,region_2,Master's & above,f,other,2,34,3.0,5,0,0,62
10130,Operations,region_11,Bachelor's,m,other,1,42,3.0,5,0,0,57
40167,Analytics,region_7,Bachelor's,m,other,1,38,4.0,10,0,0,84
4579,Sales & Marketing,region_22,Bachelor's,m,other,1,26,2.0,4,0,0,50
54416,Operations,region_15,Master's & above,m,other,1,43,4.0,4,0,0,73
12857,Procurement,region_13,Bachelor's,m,other,1,42,4.0,15,0,0,71
34110,Procurement,region_10,Master's & above,m,other,1,38,1.0,10,0,0,68
39575,Analytics,region_22,Bachelor's,m,sourcing,1,28,2.0,3,1,0,84
53967,Technology,region_24,Bachelor's,m,other,1,38,3.0,9,0,0,85
5351,Technology,region_2,Bachelor's,m,other,1,30,4.0,3,0,0,78
52041,R&D,region_31,Master's & above,m,sourcing,1,36,3.0,2,1,0,85
52181,Sales & Marketing,region_31,,m,other,1,24,3.0,3,0,0,44
52092,Procurement,region_2,,f,sourcing,1,44,3.0,7,0,0,72
42550,Analytics,region_31,Bachelor's,m,sourcing,2,29,5.0,2,1,0,83
4253,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,49,4.0,17,0,0,47
51945,Sales & Marketing,region_10,Master's & above,m,other,1,44,3.0,17,1,0,50
14126,Operations,region_12,Bachelor's,f,sourcing,1,27,,1,0,0,59
1596,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,5.0,10,0,0,49
22063,Sales & Marketing,region_2,Bachelor's,f,other,1,30,3.0,4,0,0,50
15539,Operations,region_23,Master's & above,m,sourcing,1,40,5.0,9,0,0,61
5424,Legal,region_7,Bachelor's,f,other,1,30,,1,1,0,58
15976,Operations,region_2,Bachelor's,f,sourcing,1,57,5.0,15,1,0,57
24822,Technology,region_28,Master's & above,f,sourcing,1,35,3.0,9,0,0,78
35061,Analytics,region_26,Bachelor's,m,other,1,27,,1,1,1,86
3759,Finance,region_15,Master's & above,m,other,1,34,5.0,4,1,0,60
22321,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,26,1.0,2,0,0,47
24449,Operations,region_20,Bachelor's,m,other,1,27,4.0,3,0,0,61
54021,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,27,5.0,2,0,0,51
14843,HR,region_26,Bachelor's,f,sourcing,2,25,3.0,2,0,0,52
36532,Sales & Marketing,region_27,Bachelor's,f,sourcing,1,29,1.0,5,0,0,49
38770,Operations,region_9,Bachelor's,m,other,1,25,4.0,3,0,0,63
37057,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,32,3.0,5,0,0,48
46660,Finance,region_28,Bachelor's,m,other,1,29,5.0,3,1,0,57
23002,Sales & Marketing,region_22,Bachelor's,m,other,1,30,5.0,5,0,0,61
6393,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,29,4.0,5,0,0,48
41252,Operations,region_12,Bachelor's,m,sourcing,1,31,5.0,3,1,0,58
22152,Analytics,region_22,Bachelor's,m,other,2,29,5.0,3,1,0,83
41179,Operations,region_9,Bachelor's,f,other,1,26,,1,1,0,66
